rank,tier,platform_id,name,company,website,categories,sector,country,deployment_footprint,source_type,abdm_certified,abdm_integrated_date,abdm_expiry,abdm_listings,security_audit_cert,govt_product_rating,score_market_importance,score_automation_potential,score_api_quality,score_ui_automation,score_fhir_readiness,score_security,score_integration_difficulty,score_maintenance_burden,score_strategic_importance,recommended_priority,confidence,last_verified,evidence,notes
140,P2,IN-linkedcare-chc-private,Linkedcare CHC Private Limited,Linkedcare CHC Private Limited,https://www.linkedcare.com,HMIS|Health Tech,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-12-20,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
141,P2,IN-medifox-technologies-private,MEDIFOX TECHNOLOGIES PRIVATE LIMITED,MEDIFOX TECHNOLOGIES PRIVATE LIMITED,https://medifox.in.net,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2026-08-05,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
142,P2,IN-mediquity-technologies-private,MEDIQUITY TECHNOLOGIES PRIVATE LIMITED,MEDIQUITY TECHNOLOGIES PRIVATE LIMITED,http://mediquity.in/,HMIS|LMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-04-25,,2,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
143,P2,IN-mindgenix-private,MINDGENIX PRIVATE LIMITED,MINDGENIX PRIVATE LIMITED,http://mindgenix.net/,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2023-05-16,2024-04-30,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
144,P2,IN-mmh-global-india-private,MMH Global (India) Private Limited,MMH Global (India) Private Limited,https://managemyhealth.in/,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-12-30,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
145,P2,IN-maestros-electronics-telecommunications-systems,Maestros Electronics & Telecommunications Systems Ltd,Maestros Electronics & Telecommunications Systems Ltd,https://maestroselectronics.com/,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-06-12,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
146,P2,IN-mangalcare-systems-private,Mangalcare Systems Private Limited,Mangalcare Systems Private Limited,https://www.mangalcare.com,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-10-24,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
147,P2,IN-mani-tech-nest-solutions,Mani Tech Nest Solutions LLP,Mani Tech Nest Solutions LLP,https://manitechnest.com/,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2023-03-24,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
148,P2,IN-mann,Mann Technologies,Mann Technologies,https://manntech.in/,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2026-05-26,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
149,P2,IN-manorama-infosolutions-pvt,Manorama Infosolutions Pvt. Ltd.,Manorama Infosolutions Pvt. Ltd.,http://www.manoramahealthcare.com/,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2023-06-30,2024-04-30,1,True,,4.0,6.7,5,8,8,7,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
150,P2,IN-medisage,MediSage,MediSage,https://mymedisage.com/,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2026-03-29,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
151,P3,IN-medicalmine-india-private,MedicalMine India Private Limited,MedicalMine India Private Limited,https://www.charmhealth.com/in/,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-07-25,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
152,P3,IN-medimaze-solutions-pvt,Medimaze Solutions Pvt Ltd,Medimaze Solutions Pvt Ltd,https://medimaze.in/,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-08-28,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
153,P3,IN-medionce-solutions-private,Medionce Solutions Private Limited,Medionce Solutions Private Limited,https://www.healcard.com,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-08-01,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
154,P3,IN-medjacket-india-pvt,Medjacket India Pvt Ltd,Medjacket India Pvt Ltd,https://medjacket.com/,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2026-04-21,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
155,P3,IN-medongo-health-pvt,Medongo Health Pvt. Ltd,Medongo Health Pvt. Ltd,http://www.medongo.com,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-10-04,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
156,P3,IN-medulia-healthcare-solutions-private,Medulia Healthcare Solutions Private Limited,Medulia Healthcare Solutions Private Limited,https://meduliahealthcare.com/,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-07-12,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
157,P3,IN-merago-software-technologies-private,Merago Software Technologies Private Limited,Merago Software Technologies Private Limited,https://www.merago.com/,HMIS|Health Tech,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-07-02,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
158,P3,IN-meta16labs-healthcare-and-analytics-pvt,Meta16Labs Healthcare and Analytics Pvt Ltd,Meta16Labs Healthcare and Analytics Pvt Ltd,https://www.metahos.com/,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-12-14,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
159,P3,IN-mindzone-technologies-pvt,Mindzone Technologies Pvt. Ltd.,Mindzone Technologies Pvt. Ltd.,https://www.mindzonesoftware.com,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2026-07-14,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
160,P3,IN-ministry-of-ayush-government-of-india,"Ministry of Ayush, Government of India","Ministry of Ayush, Government of India",st-ahmis.ayush.gov.in,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2026-05-26,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
161,P3,IN-myhealthcare-technologies-private,MyHealthcare Technologies Private Limited,MyHealthcare Technologies Private Limited,https://www.myhealthcare.life,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-06-04,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
162,P3,IN-nalam-hcit-solutions-pvt,NALAM HCIT SOLUTIONS PVT LTD.,NALAM HCIT SOLUTIONS PVT LTD.,https://nalamhcit.com/,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-04-25,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
163,P3,IN-nextgen-esolutions-pvt-ltd-subsidiary-company-of-aimil,NEXTGEN ESOLUTIONS PVT LTD SUBSIDIARY COMPANY OF AIMIL LIMITED,NEXTGEN ESOLUTIONS PVT LTD SUBSIDIARY COMPANY OF AIMIL LIMITED,https://www.nextgenesolutions.com/,HMIS|LMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-04-29,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
164,P3,IN-nict-bills-and-services,NICT Bills and Services,NICT Bills and Services,https://nicttpl.com/,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2022-07-27,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
165,P3,IN-nanocare-health-services-pvt-ltd-nanohealth,Nanocare Health Services Pvt Ltd. (NanoHealth),Nanocare Health Services Pvt Ltd. (NanoHealth),https://nanohealth.world/,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2026-03-17,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
166,P3,IN-narayana-health,Narayana Health Limited,Narayana Health Limited,https://www.narayanahealth.org/,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2022-04-06,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
167,P3,IN-national-health-mission-shs-nagrota-jammu-j-k,"National Health Mission, SHS, Nagrota, Jammu, J&K","National Health Mission, SHS, Nagrota, Jammu, J&K",https://esahaj.jk.gov.in/jnk_ui/,HMIS,government,India,UNKNOWN,ABDM_REGISTRY,True,2023-10-16,2025-05-03,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
168,P3,IN-national-informatics-centre,National Informatics Centre,National Informatics Centre,https://nextgen.ehospital.gov.in,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-06-27,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
169,P3,IN-netedge-computing-solutions-pvt,NetEdge Computing Solutions Pvt Ltd,NetEdge Computing Solutions Pvt Ltd,https://netedgecomputing.com,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2026-02-09,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
170,P3,IN-neuralbits-technologies-pvt,Neuralbits Technologies Pvt Ltd,Neuralbits Technologies Pvt Ltd,https://www.neuralbits.com/,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-06-27,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
171,P3,IN-neurosynaptic-communications-pvt,Neurosynaptic Communications Pvt Ltd,Neurosynaptic Communications Pvt Ltd,https://www.neurosynaptic.com/,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-01-08,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
172,P3,IN-oasys-cybernetics-pvt,OASYS Cybernetics Pvt. Ltd,OASYS Cybernetics Pvt. Ltd,https://www.oasys.co/,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-07-04,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
173,P3,IN-ohum-healthcare-solutions-pvt,OHUM Healthcare Solutions Pvt. Ltd,OHUM Healthcare Solutions Pvt. Ltd,https://www.ohumhealthcare.com,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2023-05-30,2024-05-31,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
174,P3,IN-oakland-systems-pvt,Oakland Systems Pvt Ltd,Oakland Systems Pvt Ltd,https://www.mednetlabs.com/,HMIS|NHCX,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-03-26,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
175,P3,IN-oneglance-software-services-private,Oneglance Software Services Private Limited,Oneglance Software Services Private Limited,https://oneglancehealth.in/,HMIS|Health Tech,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-12-30,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
176,P3,IN-pace-softronix-pvt,PACE SOFTRONIX PVT LTD,PACE SOFTRONIX PVT LTD,https://www.pacesoftronix.com/,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2026-07-14,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
177,P3,IN-peritos-solutions-consulting-private,PERITOS SOLUTIONS & CONSULTING PRIVATE LIMITED,PERITOS SOLUTIONS & CONSULTING PRIVATE LIMITED,https://ektos-health.com/,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-12-27,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
178,P3,IN-purple-sky-health-private,PURPLE SKY HEALTH PRIVATE LIMITED,PURPLE SKY HEALTH PRIVATE LIMITED,https://purpleskyhealth.com,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2026-05-05,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
179,P3,IN-paliwal-infotech,Paliwal Infotech,Paliwal Infotech,https://paliwalinfotech.com/,HMIS|LMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2026-05-14,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
180,P3,IN-perfect-software-solution,Perfect Software Solution,Perfect Software Solution,https://perfectsoftwares.com,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2026-05-12,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
181,P3,IN-picasoid-health-technology-pvt,Picasoid Health Technology Pvt. Ltd.,Picasoid Health Technology Pvt. Ltd.,https://www.picasoid.co.in/,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-08-01,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
182,P3,IN-piramal-swasthya-management-and-research-institute,Piramal Swasthya Management and Research Institute,Piramal Swasthya Management and Research Institute,https://www.piramalswasthya.org/,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2022-04-29,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
183,P3,IN-plus-curenearme,Plus CureNearMe,Plus CureNearMe,https://curenearme.com,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-07-31,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
184,P3,IN-postgraduate-institute-of-medical-education-and-research,Postgraduate Institute of Medical Education and Research,Postgraduate Institute of Medical Education and Research,    https://pgimer.edu.in,HMIS,government,India,UNKNOWN,ABDM_REGISTRY,True,2025-06-17,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
185,P3,IN-pranam-creative-solutions-pvt,Pranam Creative Solutions Pvt Ltd,Pranam Creative Solutions Pvt Ltd,https://smartcarehis.com/,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2026-04-19,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
186,P3,IN-prantae-solutions-private,Prantae Solutions Private Limited,Prantae Solutions Private Limited,https://www.proflou.com/,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2026-06-22,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
187,P3,IN-pregnancy-child-tracking-health-services-management-system-p,"Pregnancy, Child Tracking & Health Services Management System (PCTS)","Pregnancy, Child Tracking & Health Services Management System (PCTS)",pctsrajmedical.rajasthan.gov.in,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-04-22,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
188,P3,IN-probeplus-innovative-solutions-private,Probeplus Innovative Solutions Private Limited.,Probeplus Innovative Solutions Private Limited.,https://carekonnect.in/,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-07-14,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
189,P3,IN-protean-health,Protean Health,Protean Health,https://protean-health.com/clinic/#/sign-in,HMIS,government,India,UNKNOWN,ABDM_REGISTRY,True,2022-10-03,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
190,P3,IN-prudas-technologies-private,Prudas Technologies Private Limited,Prudas Technologies Private Limited,https://www.spiralshealth.com,HMIS|LMIS|Pharmacy,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-03-25,2025-01-31,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
191,P3,IN-purnank-software-solutions-pvt,Purnank Software Solutions Pvt. Ltd.,Purnank Software Solutions Pvt. Ltd.,http://www.purnanksoftware.com,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-12-12,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
192,P3,IN-qmarksoft-qhms-qlms-qbilling,Qmarksoft QHMS/QLMS/Qbilling,Qmarksoft QHMS/QLMS/Qbilling,https://qmarksoft.com,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-12-30,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
193,P3,IN-quantum-corphealth-private,Quantum CorpHealth Private Limited,Quantum CorpHealth Private Limited,https://www.doctor911.life/,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2026-03-10,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
194,P3,IN-renaissance-health-enterprise-suite-rhes,RENAISSANCE HEALTH ENTERPRISE SUITE (RHES),RENAISSANCE HEALTH ENTERPRISE SUITE (RHES),https://www.srithealthcare.com/,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2022-11-17,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
195,P3,IN-rvs-healthcare-pvt,RVS Healthcare Pvt Ltd,RVS Healthcare Pvt Ltd,https://hru.today,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-09-30,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
196,P3,IN-rajasthan-government-health-scheme,Rajasthan Government Health Scheme,Rajasthan Government Health Scheme,https://rghs.rajasthan.gov.in/RGHS/home,HMIS,government,India,UNKNOWN,ABDM_REGISTRY,True,2025-04-03,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
197,P3,IN-ramalogy-private,Ramalogy Private Limited,Ramalogy Private Limited,https://ramalogy.com/,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2026-02-19,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
198,P3,IN-raxa-health,Raxa Health,Raxa Health,https://www.raxa.com/,HMIS|Health Locker|Health Tech|PHR App,private,India,UNKNOWN,ABDM_REGISTRY,True,2022-02-02,2025-04-30,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
199,P3,IN-rely-technologies-private,Rely Technologies Private Limited,Rely Technologies Private Limited,https://relyhealthtech.com,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2023-10-01,2024-09-30,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
200,P3,IN-rescribe-by-scorg-technologies-pvt,Rescribe by Scorg Technologies Pvt Ltd,Rescribe by Scorg Technologies Pvt Ltd,https://rescribe.in,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-09-24,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
201,P3,IN-rigved-technologies-pvt,Rigved Technologies Pvt. Ltd.,Rigved Technologies Pvt. Ltd.,https://www.rigvedtech.com/,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-07-05,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
202,P3,IN-s2-infotech-international,S2 Infotech International Limited,S2 Infotech International Limited,https://axishmis.com/ ,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2022-12-22,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
203,P3,IN-sanharabs-india-pvt,SANHARABS INDIA PVT LTD,SANHARABS INDIA PVT LTD,https://www.sanharabs.com/,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-04-04,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
204,P3,IN-satra-services-and-solutions-private,SATRA Services and Solutions Private Limited,SATRA Services and Solutions Private Limited,https://www.satragroup.in ,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-01-17,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
205,P3,IN-sirobilt-software-services-private,SIROBILT SOFTWARE SERVICES PRIVATE LIMITED,SIROBILT SOFTWARE SERVICES PRIVATE LIMITED,https://sirobilt.com/,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2026-01-08,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
206,P3,IN-softcure-technology,SOFTCURE TECHNOLOGY LLP,SOFTCURE TECHNOLOGY LLP,https://www.softcure.in/,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-04-25,2025-04-08,1,True,,4.0,6.7,5,8,8,7,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
207,P3,IN-softman-software-system,SOFTMAN SOFTWARE SYSTEM,SOFTMAN SOFTWARE SYSTEM,www.datamateindia.com,HMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2026-06-29,,1,False,,4.0,6.7,5,8,8,5,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
208,P3,IN-sri-laxmi-kravia-techlabs-private,SRI LAXMI KRAVIA TECHLABS PRIVATE LIMITED,SRI LAXMI KRAVIA TECHLABS PRIVATE LIMITED,https://hops.healthcare/,HMIS|LMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-04-25,2025-03-31,1,True,,4.0,6.7,5,8,8,7,4.8,3.4,4.2,4.2,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
